order_id,customer_id,order_status,order_date
998,696,delivered,2023-08-18
999,52,delivered,2023-08-18
1000,298,paid,2023-08-18
1001,469,delivered,2023-08-18
1002,51,delivered,2023-08-18
1003,633,open,2023-08-18
1004,775,paid,2023-08-18
1005,688,open,2023-08-18
1006,877,open,2023-08-18
1007,429,paid,2023-08-18
1008,394,paid,2023-08-18
1009,296,paid,2023-08-18
1010,270,delivered,2023-08-18
1011,461,open,2023-08-18
1012,959,paid,2023-08-18
1013,635,open,2023-08-18
1014,615,open,2023-08-18
1015,577,delivered,2023-08-18
1016,780,delivered,2023-08-18
1017,706,open,2023-08-18
1018,588,paid,2023-08-18
1019,786,paid,2023-08-18
1020,539,delivered,2023-08-18
1021,402,paid,2023-08-18
1022,568,delivered,2023-08-18
1023,377,open,2023-08-18
1024,911,open,2023-08-18
1025,343,delivered,2023-08-18
1026,570,delivered,2023-08-18
1027,587,paid,2023-08-18
1028,528,open,2023-08-18
1029,423,delivered,2023-08-18
1030,992,delivered,2023-08-18
1031,622,paid,2023-08-18
1032,820,open,2023-08-18
1033,294,open,2023-08-18
1034,744,delivered,2023-08-18
1035,784,paid,2023-08-18
1036,692,paid,2023-08-18
1037,457,paid,2023-08-18
1038,85,open,2023-08-18
1039,560,open,2023-08-18
1040,770,delivered,2023-08-18
1041,590,delivered,2023-08-18
1042,434,paid,2023-08-19
1043,328,paid,2023-08-19
1044,635,open,2023-08-19
1045,696,delivered,2023-08-19
1046,385,delivered,2023-08-20
1047,248,open,2023-08-20
1048,47,open,2023-08-20
1049,438,delivered,2023-08-20
1050,70,open,2023-08-20
1051,337,paid,2023-08-20
1052,13,delivered,2023-08-20
1053,521,delivered,2023-08-20
1054,878,delivered,2023-08-20
1055,611,delivered,2023-08-20
1056,256,delivered,2023-08-20
1057,993,paid,2023-08-20
1058,156,delivered,2023-08-20
1059,822,paid,2023-08-20
1060,360,paid,2023-08-20
1061,116,delivered,2023-08-20
1062,600,paid,2023-08-20
1063,974,paid,2023-08-20
1064,473,paid,2023-08-20
1065,65,open,2023-08-20
1066,359,open,2023-08-20
1067,561,open,2023-08-20
1068,606,delivered,2023-08-20
1069,746,delivered,2023-08-20
1070,209,open,2023-08-20
1071,247,paid,2023-08-20
1072,640,paid,2023-08-20
1073,594,paid,2023-08-20
1074,490,delivered,2023-08-20
1075,63,delivered,2023-08-20
1076,549,paid,2023-08-20
1077,139,paid,2023-08-20
1078,82,paid,2023-08-20
1079,609,delivered,2023-08-20
1080,126,paid,2023-08-20
1081,570,open,2023-08-20
1082,149,delivered,2023-08-20
1083,96,paid,2023-08-20
1084,809,paid,2023-08-20
1085,768,paid,2023-08-20
1086,787,paid,2023-08-20
1087,380,paid,2023-08-20
1088,910,delivered,2023-08-20
1089,79,delivered,2023-08-20
1090,387,paid,2023-08-20
1091,794,open,2023-08-20
1092,218,paid,2023-08-20
1093,993,open,2023-08-20
1094,351,delivered,2023-08-20
1095,510,paid,2023-08-21
1096,196,open,2023-08-21
1097,731,paid,2023-08-21
1098,281,paid,2023-08-21
1099,713,delivered,2023-08-21
1100,494,delivered,2023-08-21
1101,348,delivered,2023-08-21
1102,151,delivered,2023-08-21
1103,284,delivered,2023-08-21
1104,462,open,2023-08-21
1105,930,open,2023-08-21
1106,9,delivered,2023-08-21
1107,284,delivered,2023-08-21
1108,608,open,2023-08-21
1109,874,open,2023-08-21
1110,977,paid,2023-08-21
1111,682,open,2023-08-21
1112,706,paid,2023-08-21
1113,219,delivered,2023-08-21
1114,377,delivered,2023-08-21
1115,386,paid,2023-08-21
1116,64,paid,2023-08-21
1117,619,open,2023-08-21
1118,743,open,2023-08-21
1119,954,delivered,2023-08-21
1120,471,open,2023-08-21
1121,409,open,2023-08-21
1122,525,delivered,2023-08-21
1123,722,open,2023-08-21
1124,830,paid,2023-08-21
1125,520,open,2023-08-21
1126,202,open,2023-08-21
1127,256,open,2023-08-21
1128,371,paid,2023-08-21
1129,18,paid,2023-08-21
1130,460,paid,2023-08-21
1131,262,open,2023-08-21
1132,621,paid,2023-08-21
1133,495,paid,2023-08-21
1134,144,paid,2023-08-21
1135,241,delivered,2023-08-21
1136,268,open,2023-08-21
1137,631,open,2023-08-21
1138,981,open,2023-08-21
1139,212,open,2023-08-21
1140,214,paid,2023-08-21
1141,656,open,2023-08-22
1142,645,open,2023-08-22
1143,834,open,2023-08-22
1144,506,delivered,2023-08-22
1145,255,paid,2023-08-22
1146,186,open,2023-08-22
1147,864,open,2023-08-22
1148,677,delivered,2023-08-22
1149,291,paid,2023-08-22
1150,947,delivered,2023-08-22
1151,975,open,2023-08-22
1152,244,paid,2023-08-22
1153,320,open,2023-08-22
1154,983,paid,2023-08-22
1155,354,delivered,2023-08-22
1156,542,delivered,2023-08-22
1157,726,delivered,2023-08-22
1158,26,delivered,2023-08-22
1159,740,open,2023-08-22
1160,654,open,2023-08-22
1161,219,delivered,2023-08-22
1162,915,delivered,2023-08-22
1163,246,open,2023-08-22
1164,260,delivered,2023-08-22
1165,609,paid,2023-08-22
1166,938,paid,2023-08-22
1167,728,open,2023-08-22
1168,757,open,2023-08-22
1169,962,delivered,2023-08-22
1170,598,paid,2023-08-22
1171,346,paid,2023-08-22
1172,560,paid,2023-08-22
1173,714,delivered,2023-08-22
1174,280,delivered,2023-08-22
1175,468,open,2023-08-22
1176,904,paid,2023-08-22
1177,416,delivered,2023-08-22
1178,453,delivered,2023-08-22
1179,50,paid,2023-08-22
1180,781,delivered,2023-08-22
1181,297,delivered,2023-08-22
1182,688,paid,2023-08-22
1183,654,open,2023-08-22
1184,99,paid,2023-08-22
1185,801,delivered,2023-08-22
1186,955,paid,2023-08-22
1187,654,delivered,2023-08-23
1188,576,open,2023-08-23
1189,745,open,2023-08-23
1190,466,open,2023-08-23
1191,943,open,2023-08-23
1192,594,open,2023-08-23
1193,466,open,2023-08-23
1194,123,delivered,2023-08-23
1195,605,open,2023-08-23
1196,125,open,2023-08-23
1197,923,delivered,2023-08-23
1198,502,paid,2023-08-23
1199,710,delivered,2023-08-23
1200,772,delivered,2023-08-23
1201,299,delivered,2023-08-23
1202,728,delivered,2023-08-23
1203,108,open,2023-08-23
1204,516,open,2023-08-23
1205,659,delivered,2023-08-23
1206,659,delivered,2023-08-23
1207,736,delivered,2023-08-23
1208,666,paid,2023-08-23
1209,717,open,2023-08-23
1210,924,open,2023-08-23
1211,289,open,2023-08-23
1212,948,delivered,2023-08-23
1213,266,open,2023-08-23
1214,372,paid,2023-08-23
1215,963,paid,2023-08-23
1216,228,paid,2023-08-23
1217,550,paid,2023-08-23
1218,569,paid,2023-08-23
1219,172,delivered,2023-08-23
1220,351,open,2023-08-23
1221,601,open,2023-08-23
1222,27,open,2023-08-23
1223,974,paid,2023-08-23
1224,167,paid,2023-08-24
1225,454,open,2023-08-24
1226,758,delivered,2023-08-24
1227,349,paid,2023-08-24
1228,367,paid,2023-08-24
1229,897,open,2023-08-24
1230,735,paid,2023-08-24
1231,750,open,2023-08-24
1232,800,delivered,2023-08-25
1233,471,open,2023-08-25
1234,801,paid,2023-08-25
1235,589,delivered,2023-08-25
1236,999,paid,2023-08-25
1237,102,open,2023-08-25
1238,96,paid,2023-08-25
1239,820,delivered,2023-08-25
1240,4,open,2023-08-25
1241,279,paid,2023-08-25
1242,104,open,2023-08-25
1243,892,paid,2023-08-25
1244,407,delivered,2023-08-25
1245,37,open,2023-08-25
1246,604,paid,2023-08-25
1247,764,paid,2023-08-25
1248,965,paid,2023-08-25
1249,787,open,2023-08-25
1250,164,paid,2023-08-25
1251,193,delivered,2023-08-25
1252,838,delivered,2023-08-25
1253,459,delivered,2023-08-25
1254,234,paid,2023-08-25
1255,920,paid,2023-08-25
1256,757,open,2023-08-25
1257,386,paid,2023-08-25
1258,323,open,2023-08-25
1259,683,delivered,2023-08-25
1260,679,open,2023-08-25
1261,121,open,2023-08-25
1262,209,paid,2023-08-25
1263,41,open,2023-08-25
1264,375,open,2023-08-25
1265,206,paid,2023-08-25
1266,338,open,2023-08-25
1267,524,paid,2023-08-26
1268,752,open,2023-08-26
1269,831,open,2023-08-26
1270,83,delivered,2023-08-26
1271,555,open,2023-08-26
1272,14,paid,2023-08-26
1273,497,open,2023-08-26
1274,360,delivered,2023-08-26
1275,681,open,2023-08-26
1276,693,paid,2023-08-26
1277,434,delivered,2023-08-26
1278,146,open,2023-08-26
1279,541,delivered,2023-08-26
1280,990,paid,2023-08-26
1281,105,paid,2023-08-26
1282,254,open,2023-08-26
1283,648,open,2023-08-26
1284,40,paid,2023-08-27
1285,134,delivered,2023-08-27
1286,675,delivered,2023-08-27
1287,653,paid,2023-08-27
1288,425,paid,2023-08-27
1289,543,delivered,2023-08-27
1290,70,open,2023-08-27
1291,248,paid,2023-08-27
1292,28,open,2023-08-27
1293,462,open,2023-08-27
1294,690,delivered,2023-08-27
1295,591,open,2023-08-27
1296,818,paid,2023-08-27
1297,287,paid,2023-08-27
1298,227,delivered,2023-08-27
1299,272,open,2023-08-27
1300,987,open,2023-08-27
1301,395,open,2023-08-27
1302,261,paid,2023-08-27
1303,476,open,2023-08-27
1304,704,delivered,2023-08-27
1305,636,delivered,2023-08-27
1306,621,open,2023-08-27
1307,346,open,2023-08-27
1308,716,paid,2023-08-27
1309,934,open,2023-08-27
1310,688,delivered,2023-08-27
1311,850,open,2023-08-27
1312,599,delivered,2023-08-27
1313,86,open,2023-08-27
1314,871,paid,2023-08-27
1315,622,paid,2023-08-27
1316,713,delivered,2023-08-27
1317,782,open,2023-08-27
1318,281,paid,2023-08-27
1319,751,paid,2023-08-27
1320,323,open,2023-08-27
1321,834,open,2023-08-27
1322,437,paid,2023-08-27
1323,923,delivered,2023-08-27
1324,231,paid,2023-08-27
1325,286,delivered,2023-08-28
1326,778,delivered,2023-08-28
1327,357,paid,2023-08-28
1328,149,delivered,2023-08-28
1329,284,delivered,2023-08-28
1330,547,open,2023-08-28
1331,98,paid,2023-08-28
1332,20,open,2023-08-28
1333,377,delivered,2023-08-28
1334,884,delivered,2023-08-28
1335,853,paid,2023-08-28
1336,651,open,2023-08-28
1337,639,delivered,2023-08-28
1338,999,open,2023-08-28
1339,472,paid,2023-08-28
1340,157,delivered,2023-08-28
1341,53,open,2023-08-28
1342,282,open,2023-08-28
1343,19,open,2023-08-28
1344,387,delivered,2023-08-28
1345,295,paid,2023-08-28
1346,613,delivered,2023-08-28
1347,571,delivered,2023-08-29
1348,315,delivered,2023-08-29
1349,2,paid,2023-08-29
1350,468,open,2023-08-29
1351,93,delivered,2023-08-29
1352,870,delivered,2023-08-30
1353,79,open,2023-08-30
1354,454,open,2023-08-30
1355,833,delivered,2023-08-30
1356,436,open,2023-08-30
1357,277,paid,2023-08-30
1358,913,paid,2023-08-30
1359,627,paid,2023-08-30
1360,603,open,2023-08-30
1361,746,paid,2023-08-30
1362,406,open,2023-08-30
1363,161,paid,2023-08-30
1364,666,paid,2023-08-30
1365,997,open,2023-08-30
1366,898,delivered,2023-08-30
1367,411,open,2023-08-30
1368,751,delivered,2023-08-30
1369,706,paid,2023-08-30
1370,495,paid,2023-08-30
1371,704,delivered,2023-08-30
1372,812,delivered,2023-08-30
1373,273,open,2023-08-30
1374,795,delivered,2023-08-30
1375,516,paid,2023-08-30
1376,324,paid,2023-08-30
1377,692,delivered,2023-08-30
1378,211,open,2023-08-30
1379,369,paid,2023-08-30
1380,931,open,2023-08-30
1381,514,paid,2023-08-30
1382,89,open,2023-08-30
1383,439,delivered,2023-08-30
1384,736,delivered,2023-08-30
1385,980,paid,2023-08-30
1386,307,paid,2023-08-30
1387,690,open,2023-08-30
1388,117,paid,2023-08-30
1389,895,open,2023-08-30
1390,799,open,2023-08-30
1391,323,open,2023-08-30
1392,638,open,2023-08-30
1393,576,delivered,2023-08-30
1394,948,delivered,2023-08-30
1395,310,paid,2023-08-30
1396,93,delivered,2023-08-30
1397,407,delivered,2023-08-30
1398,309,delivered,2023-08-30
1399,950,paid,2023-08-30
1400,748,delivered,2023-08-31
1401,320,open,2023-08-31
1402,177,open,2023-08-31
1403,448,open,2023-08-31
1404,570,open,2023-08-31
1405,567,paid,2023-08-31
1406,298,delivered,2023-08-31
1407,203,paid,2023-08-31
1408,873,delivered,2023-08-31
1409,533,open,2023-08-31
1410,510,delivered,2023-08-31
1411,505,open,2023-08-31
1412,291,paid,2023-08-31
1413,955,delivered,2023-08-31
1414,446,delivered,2023-08-31
1415,238,paid,2023-08-31
1416,268,paid,2023-08-31
1417,187,paid,2023-08-31
1418,137,open,2023-08-31
1419,796,paid,2023-08-31
1420,30,delivered,2023-08-31
1421,99,delivered,2023-08-31
1422,429,paid,2023-08-31
1423,367,paid,2023-08-31
1424,321,delivered,2023-08-31
1425,34,delivered,2023-08-31
1426,836,delivered,2023-08-31
1427,568,paid,2023-08-31
1428,16,delivered,2023-08-31
1429,224,paid,2023-08-31
1430,122,open,2023-08-31
1431,92,paid,2023-08-31
1432,532,paid,2023-08-31
1433,255,delivered,2023-08-31
1434,728,delivered,2023-09-01
1435,669,open,2023-09-01
1436,671,delivered,2023-09-01
1437,359,delivered,2023-09-01
1438,870,delivered,2023-09-01
1439,404,delivered,2023-09-01
1440,693,paid,2023-09-01
1441,147,paid,2023-09-01
1442,52,open,2023-09-01
1443,316,paid,2023-09-01
1444,736,open,2023-09-01
1445,117,open,2023-09-01
1446,12,delivered,2023-09-01
1447,229,delivered,2023-09-01
1448,848,delivered,2023-09-01
1449,623,delivered,2023-09-01
1450,174,open,2023-09-01
1451,82,paid,2023-09-01
1452,817,paid,2023-09-01
1453,935,paid,2023-09-01
1454,389,open,2023-09-01
1455,408,open,2023-09-02
1456,223,paid,2023-09-02
1457,88,open,2023-09-02
1458,415,paid,2023-09-02
1459,340,paid,2023-09-02
1460,129,delivered,2023-09-02
1461,964,paid,2023-09-02
1462,840,paid,2023-09-02
1463,209,open,2023-09-02
1464,333,open,2023-09-02
1465,332,paid,2023-09-02
1466,167,delivered,2023-09-02
1467,761,paid,2023-09-02
1468,382,delivered,2023-09-02
1469,60,open,2023-09-02
1470,263,delivered,2023-09-02
1471,451,delivered,2023-09-02
1472,183,delivered,2023-09-02
1473,688,open,2023-09-02
1474,590,open,2023-09-02
1475,241,paid,2023-09-02
1476,290,open,2023-09-02
1477,499,delivered,2023-09-02
1478,255,paid,2023-09-02
1479,826,paid,2023-09-02
1480,837,open,2023-09-02
1481,832,open,2023-09-02
1482,535,open,2023-09-02
1483,727,delivered,2023-09-02
1484,298,open,2023-09-02
1485,31,open,2023-09-02
1486,686,open,2023-09-02
1487,692,delivered,2023-09-02
1488,490,delivered,2023-09-02
1489,496,open,2023-09-02
1490,85,open,2023-09-02
1491,161,paid,2023-09-02
1492,820,delivered,2023-09-02
1493,621,paid,2023-09-02
1494,279,delivered,2023-09-02
1495,180,paid,2023-09-02
1496,94,open,2023-09-02
1497,745,open,2023-09-02
1498,176,paid,2023-09-02
1499,67,delivered,2023-09-02
1500,702,delivered,2023-09-02
1501,137,delivered,2023-09-02
1502,574,paid,2023-09-02
1503,374,delivered,2023-09-02
1504,200,paid,2023-09-03
1505,345,open,2023-09-03
1506,257,paid,2023-09-03
1507,140,open,2023-09-03
1508,590,delivered,2023-09-03
1509,893,open,2023-09-03
1510,58,open,2023-09-03
1511,924,delivered,2023-09-03
1512,291,open,2023-09-03
1513,310,open,2023-09-03
1514,790,paid,2023-09-03
1515,545,delivered,2023-09-03
1516,275,open,2023-09-03
1517,8,delivered,2023-09-03
1518,453,paid,2023-09-03
1519,402,open,2023-09-03
1520,253,delivered,2023-09-03
1521,959,open,2023-09-03
1522,582,open,2023-09-03
1523,229,open,2023-09-03
1524,376,paid,2023-09-03
1525,181,open,2023-09-03
1526,716,paid,2023-09-03
1527,678,open,2023-09-03
1528,843,open,2023-09-03
1529,203,open,2023-09-03
1530,788,paid,2023-09-03
1531,204,delivered,2023-09-03
1532,372,delivered,2023-09-03
1533,937,open,2023-09-03
1534,779,paid,2023-09-03
1535,986,open,2023-09-03
1536,184,delivered,2023-09-03
1537,800,paid,2023-09-04
1538,822,paid,2023-09-04
1539,285,delivered,2023-09-04
1540,351,paid,2023-09-04
1541,701,paid,2023-09-04
1542,121,paid,2023-09-04
1543,831,paid,2023-09-04
1544,189,paid,2023-09-04
1545,386,delivered,2023-09-05
1546,733,paid,2023-09-05
1547,842,open,2023-09-05
1548,627,delivered,2023-09-05
1549,157,delivered,2023-09-05
1550,222,open,2023-09-05
1551,35,open,2023-09-05
1552,973,open,2023-09-05
1553,740,open,2023-09-05
1554,729,paid,2023-09-05
1555,350,delivered,2023-09-05
1556,874,open,2023-09-05
1557,476,open,2023-09-05
1558,586,paid,2023-09-05
1559,491,open,2023-09-05
1560,426,delivered,2023-09-05
1561,203,paid,2023-09-05
1562,727,paid,2023-09-05
1563,362,delivered,2023-09-05
1564,767,paid,2023-09-05
1565,139,delivered,2023-09-05
1566,610,delivered,2023-09-05
1567,725,paid,2023-09-05
1568,264,open,2023-09-05
1569,974,paid,2023-09-05
1570,201,delivered,2023-09-05
1571,175,delivered,2023-09-05
1572,897,paid,2023-09-05
1573,287,delivered,2023-09-05
1574,546,open,2023-09-05
1575,194,delivered,2023-09-05
1576,510,paid,2023-09-05
1577,737,open,2023-09-05
1578,646,delivered,2023-09-05
1579,60,delivered,2023-09-05
1580,895,open,2023-09-05
1581,758,open,2023-09-05
1582,230,open,2023-09-05
1583,312,paid,2023-09-05
1584,977,open,2023-09-05
1585,688,paid,2023-09-05
1586,254,delivered,2023-09-05
1587,257,delivered,2023-09-05
1588,453,delivered,2023-09-05
1589,800,open,2023-09-05
1590,331,delivered,2023-09-05
1591,268,open,2023-09-05
1592,26,open,2023-09-05
1593,995,delivered,2023-09-06
1594,201,open,2023-09-06
1595,951,open,2023-09-06
1596,780,paid,2023-09-06
1597,330,open,2023-09-06
1598,829,paid,2023-09-06
1599,884,paid,2023-09-06
1600,657,paid,2023-09-06
1601,253,delivered,2023-09-06
1602,157,delivered,2023-09-06
1603,876,delivered,2023-09-06
1604,168,open,2023-09-06
1605,537,delivered,2023-09-06
1606,200,open,2023-09-06
1607,993,open,2023-09-06
1608,889,paid,2023-09-06
1609,696,paid,2023-09-06
1610,476,open,2023-09-06
1611,635,paid,2023-09-06
1612,663,open,2023-09-06
1613,176,paid,2023-09-06
1614,824,open,2023-09-06
1615,207,open,2023-09-06
1616,815,paid,2023-09-06
1617,832,delivered,2023-09-06
1618,931,delivered,2023-09-06
1619,353,open,2023-09-06
1620,943,paid,2023-09-06
1621,161,paid,2023-09-06
1622,269,open,2023-09-06
1623,491,open,2023-09-06
1624,475,delivered,2023-09-06
1625,556,paid,2023-09-06
1626,607,paid,2023-09-06
1627,377,paid,2023-09-06
1628,387,paid,2023-09-06
1629,228,open,2023-09-06
1630,141,open,2023-09-06
1631,640,open,2023-09-06
1632,696,paid,2023-09-06
1633,30,open,2023-09-06
1634,650,open,2023-09-07
1635,695,paid,2023-09-07
1636,415,paid,2023-09-07
1637,522,delivered,2023-09-07
1638,830,paid,2023-09-07
1639,641,paid,2023-09-07
1640,237,delivered,2023-09-07
1641,171,delivered,2023-09-07
1642,652,delivered,2023-09-07
1643,322,open,2023-09-07
1644,833,delivered,2023-09-07
1645,95,open,2023-09-07
1646,722,delivered,2023-09-07
1647,216,delivered,2023-09-07
1648,826,paid,2023-09-07
1649,490,paid,2023-09-07
1650,716,paid,2023-09-07
1651,950,paid,2023-09-07
1652,369,paid,2023-09-07
1653,962,paid,2023-09-07
1654,62,delivered,2023-09-07
1655,531,delivered,2023-09-07
1656,184,open,2023-09-07
1657,505,paid,2023-09-07
1658,667,open,2023-09-07
1659,784,open,2023-09-07
1660,606,paid,2023-09-07
1661,710,paid,2023-09-07
1662,477,paid,2023-09-07
1663,602,paid,2023-09-07
1664,703,delivered,2023-09-07
1665,666,delivered,2023-09-07
1666,413,delivered,2023-09-07
1667,528,delivered,2023-09-07
1668,755,open,2023-09-08
1669,231,open,2023-09-08
1670,193,paid,2023-09-08
1671,112,paid,2023-09-08
1672,68,paid,2023-09-08
1673,900,open,2023-09-08
1674,941,open,2023-09-08
1675,565,delivered,2023-09-08
1676,291,paid,2023-09-08
1677,62,paid,2023-09-08
1678,184,open,2023-09-08
1679,184,open,2023-09-08
1680,471,open,2023-09-08
1681,858,delivered,2023-09-08
1682,162,paid,2023-09-08
1683,332,open,2023-09-08
1684,343,delivered,2023-09-08
1685,783,delivered,2023-09-08
1686,16,open,2023-09-08
1687,872,open,2023-09-08
1688,843,paid,2023-09-08
1689,446,open,2023-09-08
1690,212,paid,2023-09-08
1691,879,paid,2023-09-08
1692,761,delivered,2023-09-08
1693,819,open,2023-09-08
1694,430,delivered,2023-09-08
1695,49,delivered,2023-09-08
1696,510,delivered,2023-09-08
1697,642,delivered,2023-09-08
1698,313,open,2023-09-08
1699,907,delivered,2023-09-08
1700,185,delivered,2023-09-08
1701,998,open,2023-09-08
1702,173,paid,2023-09-08
1703,873,delivered,2023-09-08
1704,106,paid,2023-09-08
1705,367,open,2023-09-08
1706,447,open,2023-09-08
1707,170,open,2023-09-08
1708,129,delivered,2023-09-08
1709,684,paid,2023-09-08
1710,461,open,2023-09-08
1711,361,paid,2023-09-08
1712,679,paid,2023-09-08
1713,336,paid,2023-09-08
1714,633,paid,2023-09-09
1715,812,delivered,2023-09-09
1716,801,paid,2023-09-09
1717,533,delivered,2023-09-09
1718,790,paid,2023-09-09
1719,713,open,2023-09-09
1720,299,open,2023-09-09
1721,702,delivered,2023-09-09
1722,972,open,2023-09-09
1723,185,open,2023-09-09
1724,149,open,2023-09-09
1725,227,paid,2023-09-09
1726,552,delivered,2023-09-09
1727,976,paid,2023-09-09
1728,886,delivered,2023-09-09
1729,762,open,2023-09-09
1730,324,open,2023-09-09
1731,849,open,2023-09-09
1732,629,open,2023-09-09
1733,685,open,2023-09-09
1734,970,open,2023-09-09
1735,552,open,2023-09-09
1736,285,open,2023-09-09
1737,361,delivered,2023-09-09
1738,793,paid,2023-09-09
1739,363,open,2023-09-09
1740,9,open,2023-09-09
1741,682,paid,2023-09-09
1742,590,open,2023-09-09
1743,862,open,2023-09-09
1744,521,open,2023-09-10
1745,480,open,2023-09-10
1746,973,paid,2023-09-10
1747,13,paid,2023-09-10
1748,730,open,2023-09-10
1749,333,delivered,2023-09-10
1750,762,paid,2023-09-10
1751,687,open,2023-09-10
1752,443,paid,2023-09-10
1753,659,delivered,2023-09-10
1754,946,delivered,2023-09-10
1755,414,open,2023-09-10
1756,786,delivered,2023-09-10
1757,813,paid,2023-09-10
1758,163,delivered,2023-09-10
1759,630,paid,2023-09-10
1760,831,open,2023-09-10
1761,954,delivered,2023-09-10
1762,143,open,2023-09-10
1763,277,delivered,2023-09-10
1764,228,delivered,2023-09-10
1765,883,paid,2023-09-10
1766,337,open,2023-09-10
1767,454,delivered,2023-09-10
1768,252,open,2023-09-10
1769,463,delivered,2023-09-10
1770,302,open,2023-09-10
1771,803,delivered,2023-09-10
1772,249,open,2023-09-10
1773,195,delivered,2023-09-11
1774,590,open,2023-09-11
1775,705,delivered,2023-09-11
1776,495,paid,2023-09-11
1777,670,delivered,2023-09-11
1778,479,open,2023-09-11
1779,739,delivered,2023-09-11
1780,888,paid,2023-09-11
1781,638,open,2023-09-11
1782,174,delivered,2023-09-11
1783,769,delivered,2023-09-11
1784,969,delivered,2023-09-11
1785,654,open,2023-09-11
1786,873,open,2023-09-12
1787,274,paid,2023-09-12
1788,830,open,2023-09-12
1789,750,paid,2023-09-12
1790,600,delivered,2023-09-12
1791,110,open,2023-09-12
1792,652,open,2023-09-12
1793,500,paid,2023-09-12
1794,706,open,2023-09-12
1795,658,delivered,2023-09-12
1796,155,paid,2023-09-12
1797,693,open,2023-09-12
1798,523,open,2023-09-12
1799,142,open,2023-09-12
1800,171,paid,2023-09-12
1801,12,delivered,2023-09-12
1802,262,paid,2023-09-12
1803,247,open,2023-09-12
1804,718,open,2023-09-12
1805,151,delivered,2023-09-12
1806,186,delivered,2023-09-12
1807,614,open,2023-09-12
1808,519,paid,2023-09-12
1809,593,delivered,2023-09-12
1810,623,delivered,2023-09-12
1811,680,open,2023-09-12
1812,849,paid,2023-09-12
1813,51,paid,2023-09-13
1814,992,paid,2023-09-13
1815,713,delivered,2023-09-13
1816,40,paid,2023-09-13
1817,66,open,2023-09-13
1818,967,delivered,2023-09-13
1819,124,delivered,2023-09-13
1820,884,paid,2023-09-13
1821,960,delivered,2023-09-13
1822,117,paid,2023-09-13
1823,219,open,2023-09-13
1824,49,open,2023-09-13
1825,47,delivered,2023-09-13
1826,34,delivered,2023-09-13
1827,237,paid,2023-09-13
1828,608,open,2023-09-13
1829,10,open,2023-09-13
1830,704,delivered,2023-09-13
1831,193,delivered,2023-09-13
1832,171,open,2023-09-13
1833,307,open,2023-09-13
1834,962,open,2023-09-13
1835,556,open,2023-09-13
1836,70,paid,2023-09-13
1837,619,delivered,2023-09-13
1838,343,paid,2023-09-13
1839,799,open,2023-09-13
1840,427,open,2023-09-13
1841,978,open,2023-09-13
1842,111,open,2023-09-13
1843,423,open,2023-09-13
1844,195,open,2023-09-13
1845,335,paid,2023-09-13
1846,869,open,2023-09-13
1847,885,open,2023-09-13
1848,536,open,2023-09-13
1849,2,open,2023-09-14
1850,41,paid,2023-09-14
1851,397,delivered,2023-09-14
1852,630,delivered,2023-09-14
1853,645,delivered,2023-09-14
1854,529,paid,2023-09-14
1855,546,open,2023-09-14
1856,952,open,2023-09-14
1857,909,paid,2023-09-14
1858,589,paid,2023-09-14
1859,926,delivered,2023-09-14
1860,408,open,2023-09-14
1861,691,open,2023-09-14
1862,13,delivered,2023-09-14
1863,322,open,2023-09-14
1864,52,delivered,2023-09-14
1865,970,open,2023-09-14
1866,691,paid,2023-09-14
1867,142,paid,2023-09-14
1868,643,open,2023-09-14
1869,135,open,2023-09-14
1870,342,delivered,2023-09-14
1871,165,open,2023-09-14
1872,882,delivered,2023-09-14
1873,91,delivered,2023-09-14
1874,892,open,2023-09-15
1875,480,paid,2023-09-15
1876,893,delivered,2023-09-15
1877,207,delivered,2023-09-15
1878,375,paid,2023-09-15
1879,9,open,2023-09-15
1880,20,delivered,2023-09-15
1881,372,open,2023-09-15
1882,35,delivered,2023-09-15
1883,126,paid,2023-09-15
1884,528,paid,2023-09-15
1885,85,open,2023-09-15
1886,63,paid,2023-09-15
1887,295,paid,2023-09-15
1888,526,delivered,2023-09-15
1889,273,open,2023-09-15
1890,595,paid,2023-09-15
1891,524,delivered,2023-09-15
1892,455,open,2023-09-15
1893,240,delivered,2023-09-15
1894,581,delivered,2023-09-16
1895,864,paid,2023-09-16
1896,539,delivered,2023-09-16
1897,417,delivered,2023-09-16
1898,617,open,2023-09-16
1899,391,paid,2023-09-16
1900,180,open,2023-09-16
1901,670,paid,2023-09-16
1902,997,paid,2023-09-16
1903,38,open,2023-09-16
1904,438,paid,2023-09-16
1905,976,paid,2023-09-16
1906,777,delivered,2023-09-16
1907,396,paid,2023-09-16
1908,489,delivered,2023-09-16
1909,934,paid,2023-09-16
1910,595,paid,2023-09-16
1911,330,delivered,2023-09-16
1912,265,delivered,2023-09-16
1913,494,open,2023-09-16
1914,141,delivered,2023-09-16
1915,781,open,2023-09-16
1916,601,paid,2023-09-16
1917,882,delivered,2023-09-16
1918,616,open,2023-09-16
1919,636,paid,2023-09-16
1920,313,open,2023-09-16
1921,562,open,2023-09-16
1922,211,paid,2023-09-16
1923,146,delivered,2023-09-16
1924,237,paid,2023-09-16
1925,928,paid,2023-09-16
1926,212,delivered,2023-09-17
1927,293,paid,2023-09-17
1928,363,delivered,2023-09-17
1929,930,paid,2023-09-17
1930,23,paid,2023-09-17
1931,263,paid,2023-09-17
